11484, 1, 11, 3, 60
11485, 1, 11, 4, 64
11486, 1, 11, 2, 60
11487, 1, 11, 1, 62
11487, 1, 11, 3, 59
11488, 1, 11, 4, 63
11502, 1, 11, 3, 62
11524, 1, 11, 1, 61
11527, 1, 11, 2, 62
11752, 1, 11, 4, 60
11755, 1, 11, 3, 59
11776, 1, 11, 2, 60
11778, 1, 11, 1, 63
12006, 1, 11, 4, 59
12009, 1, 11, 3, 63
12260, 1, 11, 4, 59
12263, 1, 11, 3, 66
19205, 1, 10, 1, 66
19206, 1, 10, 2, 69
19207, 1, 10, 4, 60
19208, 1, 10, 3, 67
19208, 1, 10, 4, 62
19209, 1, 10, 3, 66
19359, 1, 10, 3, 68
19427, 1, 10, 1, 65
19430, 1, 10, 2, 72
19609, 1, 10, 4, 60
19612, 1, 10, 3, 68
19682, 1, 10, 1, 67
19685, 1, 10, 2, 72
19862, 1, 10, 4, 61
19865, 1, 10, 3, 69
19937, 1, 10, 1, 68
19940, 1, 10, 2, 73
20119, 1, 10, 4, 62
20122, 1, 10, 3, 68
20192, 1, 10, 1, 68
20195, 1, 10, 2, 73
25930, 1, 9, 4, 65
25931, 1, 9, 3, 60
25932, 1, 9, 2, 80
25932, 1, 9, 1, 88
25933, 1, 9, 4, 67
25934, 1, 9, 3, 59
25949, 1, 9, 4, 63
26061, 1, 9, 1, 71
26063, 1, 9, 2, 76
26199, 1, 9, 3, 58
26202, 1, 9, 4, 63
26314, 1, 9, 1, 71
26316, 1, 9, 2, 77
26570, 1, 9, 1, 71
26572, 1, 9, 2, 79
26705, 1, 9, 3, 56
26708, 1, 9, 4, 64
26824, 1, 9, 1, 70
26827, 1, 9, 2, 82
34262, 1, 8, 3, 55
34263, 1, 8, 4, 61
34264, 1, 8, 2, 64
34264, 1, 8, 1, 70
34265, 1, 8, 3, 53
34266, 1, 8, 4, 60
34322, 1, 8, 4, 59
34485, 1, 8, 2, 61
34488, 1, 8, 1, 70
34574, 1, 8, 3, 52
34576, 1, 8, 4, 59
34741, 1, 8, 2, 63
34744, 1, 8, 1, 71
34826, 1, 8, 4, 59
34829, 1, 8, 3, 51
34996, 1, 8, 2, 62
34998, 1, 8, 1, 70
35080, 1, 8, 3, 52
35083, 1, 8, 4, 59
35251, 1, 8, 2, 62
35253, 1, 8, 1, 69
40329, 1, 7, 1, 65
40330, 1, 7, 3, 57
40331, 1, 7, 4, 60
40331, 1, 7, 2, 55
40332, 1, 7, 1, 66
40333, 1, 7, 4, 55
40356, 1, 7, 2, 70
40406, 1, 7, 4, 56
40408, 1, 7, 3, 66
40658, 1, 7, 4, 53
40662, 1, 7, 3, 60
40861, 1, 7, 1, 63
40864, 1, 7, 2, 71
40912, 1, 7, 4, 53
40914, 1, 7, 3, 59
41170, 1, 7, 4, 52
41174, 1, 7, 3, 60
51036, 1, 6, 3, 50
51037, 1, 6, 4, 58
51038, 1, 6, 2, 56
51038, 1, 6, 1, 70
51039, 1, 6, 3, 50
51040, 1, 6, 4, 57
51061, 1, 6, 3, 53
51063, 1, 6, 4, 59
51067, 1, 6, 2, 56
51308, 1, 6, 1, 80
51314, 1, 6, 3, 53
51317, 1, 6, 4, 56
51321, 1, 6, 2, 56
51562, 1, 6, 1, 82
51568, 1, 6, 4, 55
51570, 1, 6, 3, 59
51576, 1, 6, 2, 59
51816, 1, 6, 1, 71
51822, 1, 6, 4, 54
51825, 1, 6, 3, 60
51831, 1, 6, 2, 60
58895, 1, 5, 4, 46
58896, 1, 5, 3, 76
58897, 1, 5, 1, 57
58897, 1, 5, 2, 58
58898, 1, 5, 4, 46
58899, 1, 5, 3, 76
58938, 1, 5, 3, 75
58951, 1, 5, 1, 56
58967, 1, 5, 2, 59
59184, 1, 5, 4, 46
59187, 1, 5, 3, 76
59207, 1, 5, 1, 56
59224, 1, 5, 2, 59
59436, 1, 5, 4, 46
59439, 1, 5, 3, 79
59460, 1, 5, 1, 57
59479, 1, 5, 2, 59
59689, 1, 5, 4, 46
59695, 1, 5, 3, 77
59713, 1, 5, 1, 58
59732, 1, 5, 2, 58
65972, 1, 4, 4, 50
65973, 1, 4, 3, 67
65974, 1, 4, 1, 69
65974, 1, 4, 2, 56
65975, 1, 4, 4, 51
65976, 1, 4, 3, 67
66060, 1, 4, 3, 66
66074, 1, 4, 1, 79
66095, 1, 4, 2, 55
66310, 1, 4, 4, 51
66313, 1, 4, 3, 62
66351, 1, 4, 2, 55
66563, 1, 4, 4, 52
66566, 1, 4, 3, 59
66582, 1, 4, 1, 76
66604, 1, 4, 2, 56
66816, 1, 4, 4, 51
66819, 1, 4, 3, 56
66842, 1, 4, 1, 77
66856, 1, 4, 2, 56
74149, 1, 3, 3, 58
74150, 1, 3, 1, 60
74151, 1, 3, 2, 64
74151, 1, 3, 4, 51
74152, 1, 3, 3, 67
74153, 1, 3, 1, 62
74164, 1, 3, 3, 61
74222, 1, 3, 1, 60
74238, 1, 3, 2, 64
74415, 1, 3, 4, 52
74418, 1, 3, 3, 63
74476, 1, 3, 1, 60
74490, 1, 3, 2, 64
74669, 1, 3, 4, 52
74671, 1, 3, 3, 65
74732, 1, 3, 1, 61
74750, 1, 3, 2, 63
74921, 1, 3, 4, 51
74924, 1, 3, 3, 65
74984, 1, 3, 1, 62
75002, 1, 3, 2, 63
91158, 1, 2, 1, 72
91159, 1, 2, 2, 60
91160, 1, 2, 4, 50
91160, 1, 2, 3, 53
91161, 1, 2, 1, 71
91162, 1, 2, 2, 60
91283, 1, 2, 2, 60
91369, 1, 2, 4, 50
91372, 1, 2, 3, 53
91527, 1, 2, 1, 74
91535, 1, 2, 2, 60
91624, 1, 2, 4, 51
91627, 1, 2, 3, 53
