0,0,1,-70.5
0,0,2,-62.5
0,0,3,-66.4
0,0,4,-63.25
0,1,1,-84.4
0,1,2,-69.5
0,1,3,-51.25
0,1,4,-54.2
0,2,1,-63.5
0,2,2,-70.3333
0,2,3,-62.25
0,2,4,-56
0,3,1,-68
0,3,2,-61
0,3,3,-53.3333
0,3,4,-51.5
0,4,1,-63
0,4,2,-57.5
0,4,3,-50
0,4,4,-53.5
0,5,1,-76.3333
0,5,2,-58.8333
0,5,3,-50.6667
0,5,4,-51.5
0,6,1,-68
0,6,2,-62
0,6,3,-54.6667
0,6,4,-63.2
0,7,1,-70
0,7,2,-63.6364
0,7,3,-63
0,7,4,-62.8947
0,8,1,-61.75
0,8,2,-64.8
0,8,3,-66.2
0,8,4,-60.2
0,9,1,-63.4
0,9,2,-75.2
0,9,3,-71.5
0,9,4,-59.2
0,10,1,-83
0,10,2,-67.6667
0,10,3,-65.8
0,10,4,-59
0,11,1,-62.75
0,11,2,-57
0,11,3,-60.5
0,11,4,-57
1,0,1,-62.6
1,0,2,-70.4
1,0,3,-62.8333
1,0,4,-56.8
1,1,1,-59
1,1,2,-62
1,1,3,-49
1,1,4,-52
1,2,1,-73.4
1,2,2,-60
1,2,3,-52.8
1,2,4,-50.4
1,3,1,-60.8333
1,3,2,-63.6
1,3,3,-63.1667
1,3,4,-51.5
1,4,1,-75.25
1,4,2,-55.6
1,4,3,-62.8333
1,4,4,-51
1,5,1,-56.8
1,5,2,-58.6
1,5,3,-76.5
1,5,4,-46
1,6,1,-75.75
1,6,2,-57.4
1,6,3,-54.1667
1,6,4,-56.5
1,7,1,-64.6667
1,7,2,-65.3333
1,7,3,-60.4
1,7,4,-54.8333
1,8,1,-70
1,8,2,-62.4
1,8,3,-52.6
1,8,4,-59.5
1,9,1,-74.2
1,9,2,-78.8
1,9,3,-58.25
1,9,4,-64.4
1,10,1,-66.8
1,10,2,-71.8
1,10,3,-67.6667
1,10,4,-61
1,11,1,-62
1,11,2,-60.6667
1,11,3,-61.5
1,11,4,-61
2,0,1,-62.2
2,0,2,-66
2,0,3,-51.5
2,0,4,-57.8
2,1,1,-65.75
2,1,2,-69
2,1,3,-56.1667
2,1,4,-63.8
2,2,1,-66.8
2,2,2,-61.6
2,2,3,-52.6667
2,2,4,-63.2
2,3,1,-63.3333
2,3,2,-58.3333
2,3,3,-50.75
2,3,4,-54
2,4,1,-70.6667
2,4,2,-67.75
2,4,3,-48.2
2,4,4,-52.75
2,5,1,-60.5
2,5,2,-64
2,5,3,-52
2,5,4,-61.3333
2,6,1,-60.8333
2,6,2,-65.8333
2,6,3,-53
2,6,4,NaN
2,7,1,-67
2,7,2,-71.75
2,7,3,-57.3333
2,7,4,-47.5
2,8,1,-58.8
2,8,2,-68.6
2,8,3,-50
2,8,4,-51
2,9,1,-57.5
2,9,2,-59
2,9,3,-59.5
2,9,4,-50.5
2,10,1,-59
2,10,2,-63.8333
2,10,3,-58
2,10,4,-55.5
2,11,1,-58.2
2,11,2,-64.75
2,11,3,-62.8
2,11,4,-56.6
3,0,1,-60.25
3,0,2,-58.25
3,0,3,-60.1667
3,0,4,-60.4
3,1,1,-53
3,1,2,-73
3,1,3,-51
3,1,4,-50.3333
3,2,1,-58
3,2,2,-65.1667
3,2,3,-51
3,2,4,-52.4
3,3,1,-58
3,3,2,-57.1667
3,3,3,-50
3,3,4,-53
3,4,1,-56.3333
3,4,2,-60.8571
3,4,3,-49
3,4,4,-51.5
3,5,1,-58
3,5,2,-59
3,5,3,-53.2
3,5,4,-50.2
3,6,1,-57.8
3,6,2,-59.8
3,6,3,-54.6
3,6,4,-52.25
3,7,1,-62.25
3,7,2,-59.6667
3,7,3,-53.8
3,7,4,-47.3333
3,8,1,-56.6667
3,8,2,-59.2
3,8,3,-58.75
3,8,4,-50.5
3,9,1,-71
3,9,2,-57.1667
3,9,3,-55
3,9,4,-59.4
3,10,1,-61.2
3,10,2,-67.25
3,10,3,-64.1667
3,10,4,-57.8333
3,11,1,-60.6
3,11,2,-62.1667
3,11,3,-59
3,11,4,-57.25
4,0,1,-61.6
4,0,2,-53.3333
4,0,3,-60
4,0,4,-68.6667
4,1,1,-60.4
4,1,2,-61.4
4,1,3,-54.75
4,1,4,-61.2
4,2,1,-75
4,2,2,-59.8
4,2,3,-58.2
4,2,4,-53.8
4,3,1,-66.4
4,3,2,-53.8
4,3,3,-54.25
