11658, 7, 11, 4, 52
11659, 7, 11, 3, 59
11660, 7, 11, 2, 48
11661, 7, 11, 1, 60
11661, 7, 11, 4, 52
11662, 7, 11, 3, 59
11749, 7, 11, 3, 59
11876, 7, 11, 2, 48
11878, 7, 11, 1, 59
11999, 7, 11, 4, 52
12002, 7, 11, 3, 60
12129, 7, 11, 2, 48
12131, 7, 11, 1, 59
12254, 7, 11, 4, 52
12257, 7, 11, 3, 59
12384, 7, 11, 2, 48
12386, 7, 11, 1, 60
12510, 7, 11, 4, 54
12513, 7, 11, 3, 59
12639, 7, 11, 2, 48
12643, 7, 11, 1, 60
20446, 7, 10, 2, 44
20447, 7, 10, 1, 54
20448, 7, 10, 4, 61
20449, 7, 10, 3, 71
20449, 7, 10, 2, 44
20450, 7, 10, 1, 54
20555, 7, 10, 1, 54
20665, 7, 10, 4, 59
20670, 7, 10, 3, 70
20808, 7, 10, 2, 45
20811, 7, 10, 1, 55
20919, 7, 10, 4, 61
20923, 7, 10, 3, 69
21061, 7, 10, 2, 46
21064, 7, 10, 1, 60
21174, 7, 10, 4, 70
21177, 7, 10, 3, 85
21315, 7, 10, 2, 46
21318, 7, 10, 1, 63
21429, 7, 10, 4, 82
21432, 7, 10, 3, 77
26867, 7, 9, 2, 50
26868, 7, 9, 1, 61
26869, 7, 9, 4, 53
26869, 7, 9, 3, 63
26870, 7, 9, 2, 48
26871, 7, 9, 1, 60
27042, 7, 9, 3, 62
27176, 7, 9, 2, 44
27179, 7, 9, 1, 65
27295, 7, 9, 4, 51
27298, 7, 9, 3, 62
27431, 7, 9, 2, 44
27435, 7, 9, 1, 64
27551, 7, 9, 4, 51
27554, 7, 9, 3, 62
27804, 7, 9, 4, 51
27807, 7, 9, 3, 62
34402, 7, 8, 4, 55
34403, 7, 8, 3, 67
34404, 7, 8, 2, 50
34404, 7, 8, 1, 60
34405, 7, 8, 4, 59
34406, 7, 8, 3, 66
34428, 7, 8, 3, 67
34577, 7, 8, 2, 50
34580, 7, 8, 1, 60
34680, 7, 8, 4, 61
34683, 7, 8, 3, 67
34832, 7, 8, 2, 50
34835, 7, 8, 1, 59
34936, 7, 8, 4, 60
34939, 7, 8, 3, 68
35085, 7, 8, 1, 59
35088, 7, 8, 2, 50
35193, 7, 8, 4, 61
35195, 7, 8, 3, 68
35340, 7, 8, 1, 58
35343, 7, 8, 2, 50
42103, 7, 7, 2, 47
42104, 7, 7, 1, 58
42105, 7, 7, 4, 50
42105, 7, 7, 3, 61
42106, 7, 7, 2, 46
42107, 7, 7, 1, 68
42221, 7, 7, 1, 58
42326, 7, 7, 4, 51
42329, 7, 7, 3, 62
42470, 7, 7, 2, 47
42476, 7, 7, 1, 59
42583, 7, 7, 4, 51
42586, 7, 7, 3, 61
42723, 7, 7, 2, 47
42730, 7, 7, 1, 59
42836, 7, 7, 4, 50
42839, 7, 7, 3, 61
42977, 7, 7, 2, 48
42985, 7, 7, 1, 60
43090, 7, 7, 4, 51
43094, 7, 7, 3, 62
48986, 7, 6, 2, 51
48987, 7, 6, 1, 56
48988, 7, 6, 4, 51
48988, 7, 6, 3, 60
48989, 7, 6, 2, 52
48990, 7, 6, 1, 57
49211, 7, 6, 3, 62
49359, 7, 6, 2, 50
49361, 7, 6, 1, 57
49462, 7, 6, 4, 50
49465, 7, 6, 3, 62
49718, 7, 6, 4, 50
49721, 7, 6, 3, 62
49870, 7, 6, 2, 50
49872, 7, 6, 1, 57
49973, 7, 6, 4, 50
49975, 7, 6, 3, 62
55597, 7, 5, 2, 61
55598, 7, 5, 1, 66
55599, 7, 5, 4, 50
55599, 7, 5, 3, 68
55600, 7, 5, 2, 63
55601, 7, 5, 1, 67
55753, 7, 5, 1, 69
55818, 7, 5, 4, 50
55820, 7, 5, 3, 68
56072, 7, 5, 4, 50
56075, 7, 5, 3, 68
56261, 7, 5, 2, 63
56264, 7, 5, 1, 70
56326, 7, 5, 4, 50
56328, 7, 5, 3, 67
56578, 7, 5, 4, 50
56581, 7, 5, 3, 67
63387, 7, 4, 2, 58
63388, 7, 4, 1, 54
63389, 7, 4, 4, 54
63389, 7, 4, 3, 63
63390, 7, 4, 2, 60
63391, 7, 4, 1, 53
63430, 7, 4, 2, 61
63455, 7, 4, 4, 55
63457, 7, 4, 3, 60
63680, 7, 4, 1, 51
63682, 7, 4, 2, 62
63709, 7, 4, 4, 57
63711, 7, 4, 3, 60
63937, 7, 4, 1, 52
63939, 7, 4, 2, 62
63963, 7, 4, 4, 58
63966, 7, 4, 3, 62
64219, 7, 4, 4, 56
64221, 7, 4, 3, 61
71328, 7, 3, 4, 51
71329, 7, 3, 3, 66
71330, 7, 3, 2, 56
71330, 7, 3, 1, 60
71331, 7, 3, 4, 51
71332, 7, 3, 3, 66
71352, 7, 3, 3, 69
71360, 7, 3, 2, 58
71363, 7, 3, 1, 59
71605, 7, 3, 4, 52
71607, 7, 3, 3, 71
71860, 7, 3, 4, 52
71863, 7, 3, 3, 70
71867, 7, 3, 2, 57
71869, 7, 3, 1, 59
