158083, 2, 0, 4, 58
158084, 2, 0, 3, 52
158085, 2, 0, 1, 62
158086, 2, 0, 2, 66
158086, 2, 0, 4, 58
158087, 2, 0, 3, 51
158212, 2, 0, 3, 51
158237, 2, 0, 1, 63
158254, 2, 0, 2, 66
158459, 2, 0, 4, 58
158465, 2, 0, 3, 51
158491, 2, 0, 1, 62
158508, 2, 0, 2, 66
158711, 2, 0, 4, 58
158717, 2, 0, 3, 52
158751, 2, 0, 1, 62
158764, 2, 0, 2, 66
158964, 2, 0, 4, 57
158970, 2, 0, 3, 52
159002, 2, 0, 1, 62
159017, 2, 0, 2, 66
165438, 2, 1, 4, 63
165439, 2, 1, 3, 56
165440, 2, 1, 1, 67
165441, 2, 1, 2, 70
165441, 2, 1, 4, 64
165442, 2, 1, 3, 56
165550, 2, 1, 3, 57
165659, 2, 1, 1, 66
165662, 2, 1, 2, 69
165800, 2, 1, 4, 64
165804, 2, 1, 3, 56
165920, 2, 1, 1, 66
166054, 2, 1, 4, 64
166056, 2, 1, 3, 56
166307, 2, 1, 4, 64
166309, 2, 1, 3, 56
166427, 2, 1, 1, 64
166429, 2, 1, 2, 68
171819, 2, 2, 3, 54
171820, 2, 2, 4, 73
171821, 2, 2, 2, 63
171822, 2, 2, 1, 70
171822, 2, 2, 4, 63
171823, 2, 2, 3, 53
171887, 2, 2, 3, 52
172036, 2, 2, 2, 62
172039, 2, 2, 1, 66
172138, 2, 2, 4, 60
172141, 2, 2, 3, 52
172291, 2, 2, 2, 61
172294, 2, 2, 1, 66
172392, 2, 2, 3, 53
172394, 2, 2, 4, 60
172548, 2, 2, 2, 62
172550, 2, 2, 1, 66
172646, 2, 2, 3, 52
172648, 2, 2, 4, 60
172804, 2, 2, 2, 60
172807, 2, 2, 1, 66
178112, 2, 3, 3, 50
178113, 2, 3, 4, 54
178163, 2, 3, 2, 59
178165, 2, 3, 1, 64
178274, 2, 3, 3, 51
178276, 2, 3, 4, 54
178672, 2, 3, 2, 58
178675, 2, 3, 1, 63
178785, 2, 3, 3, 51
178787, 2, 3, 4, 54
178927, 2, 3, 2, 58
178929, 2, 3, 1, 63
179040, 2, 3, 3, 51
179042, 2, 3, 4, 54
182728, 2, 4, 1, 67
182729, 2, 4, 3, 50
182730, 2, 4, 4, 54
182731, 2, 4, 1, 61
182731, 2, 4, 2, 72
182732, 2, 4, 3, 49
182749, 2, 4, 1, 85
183000, 2, 4, 1, 72
183003, 2, 4, 2, 77
183110, 2, 4, 3, 47
183113, 2, 4, 4, 51
183255, 2, 4, 2, 59
183258, 2, 4, 1, 65
183363, 2, 4, 3, 48
183366, 2, 4, 4, 56
183511, 2, 4, 2, 63
183514, 2, 4, 1, 74
183618, 2, 4, 3, 47
183621, 2, 4, 4, 50
191446, 2, 5, 3, 50
191447, 2, 5, 4, 54
191448, 2, 5, 3, 53
191449, 2, 5, 4, 60
191449, 2, 5, 1, 60
191450, 2, 5, 2, 63
191510, 2, 5, 4, 66
191757, 2, 5, 3, 52
191759, 2, 5, 4, 68
192011, 2, 5, 3, 53
192014, 2, 5, 4, 64
192266, 2, 5, 3, 52
192268, 2, 5, 4, 56
192433, 2, 5, 1, 61
192436, 2, 5, 2, 65
199209, 2, 6, 1, 64
199211, 2, 6, 2, 68
199212, 2, 6, 1, 61
199213, 2, 6, 2, 64
199333, 2, 6, 1, 59
199335, 2, 6, 2, 66
199384, 2, 6, 3, 53
199587, 2, 6, 1, 60
199590, 2, 6, 2, 66
199842, 2, 6, 1, 60
199845, 2, 6, 2, 66
199889, 2, 6, 3, 53
200098, 2, 6, 1, 61
200101, 2, 6, 2, 65
205050, 2, 7, 4, 47
205051, 2, 7, 3, 55
205052, 2, 7, 1, 74
205053, 2, 7, 2, 76
205053, 2, 7, 4, 48
205054, 2, 7, 3, 56
205218, 2, 7, 4, 48
205220, 2, 7, 3, 59
205461, 2, 7, 1, 66
205464, 2, 7, 2, 71
205472, 2, 7, 4, 47
205475, 2, 7, 3, 59
205716, 2, 7, 1, 65
205719, 2, 7, 2, 70
205728, 2, 7, 4, 47
205730, 2, 7, 3, 58
205973, 2, 7, 1, 63
205975, 2, 7, 2, 70
205981, 2, 7, 4, 48
205988, 2, 7, 3, 57
213356, 2, 8, 1, 60
213357, 2, 8, 2, 66
213358, 2, 8, 4, 50
213359, 2, 8, 1, 59
213359, 2, 8, 2, 71
213360, 2, 8, 4, 50
213384, 2, 8, 2, 73
213635, 2, 8, 1, 59
213638, 2, 8, 2, 69
213888, 2, 8, 1, 59
214128, 2, 8, 3, 50
214130, 2, 8, 4, 53
214144, 2, 8, 1, 57
214147, 2, 8, 2, 64
220146, 2, 9, 4, 52
220147, 2, 9, 3, 60
