136006, 6, 0, 1, 52
136007, 6, 0, 2, 60
136008, 6, 0, 4, 59
136009, 6, 0, 3, 62
136009, 6, 0, 1, 52
136010, 6, 0, 2, 63
136075, 6, 0, 2, 56
136176, 6, 0, 4, 59
136178, 6, 0, 3, 64
136321, 6, 0, 1, 53
136329, 6, 0, 2, 56
136430, 6, 0, 4, 57
136433, 6, 0, 3, 62
136573, 6, 0, 1, 54
136584, 6, 0, 2, 54
136685, 6, 0, 4, 54
136688, 6, 0, 3, 64
136835, 6, 0, 1, 53
136837, 6, 0, 2, 52
136940, 6, 0, 4, 55
136942, 6, 0, 3, 66
144974, 6, 1, 2, 56
144975, 6, 1, 1, 65
144976, 6, 1, 4, 57
144977, 6, 1, 3, 60
144977, 6, 1, 1, 65
144978, 6, 1, 2, 58
145012, 6, 1, 1, 66
145097, 6, 1, 4, 56
145100, 6, 1, 3, 59
145265, 6, 1, 2, 58
145267, 6, 1, 1, 66
145779, 6, 1, 2, 62
145781, 6, 1, 1, 64
145858, 6, 1, 4, 56
145861, 6, 1, 3, 59
151540, 6, 2, 4, 54
151541, 6, 2, 3, 63
151542, 6, 2, 2, 54
151543, 6, 2, 1, 56
151543, 6, 2, 4, 52
151544, 6, 2, 3, 61
151667, 6, 2, 1, 58
151711, 6, 2, 4, 55
151714, 6, 2, 3, 56
151917, 6, 2, 1, 56
151920, 6, 2, 2, 55
151964, 6, 2, 3, 54
151966, 6, 2, 4, 62
152171, 6, 2, 1, 55
152174, 6, 2, 2, 54
152219, 6, 2, 3, 58
152221, 6, 2, 4, 79
152425, 6, 2, 1, 56
152430, 6, 2, 2, 55
152473, 6, 2, 4, 58
152476, 6, 2, 3, 63
161977, 6, 3, 1, 51
161978, 6, 3, 2, 59
161979, 6, 3, 4, 60
161980, 6, 3, 3, 71
161980, 6, 3, 1, 51
161981, 6, 3, 2, 59
162126, 6, 3, 2, 56
162144, 6, 3, 4, 61
162147, 6, 3, 3, 70
162371, 6, 3, 1, 50
162379, 6, 3, 2, 57
162627, 6, 3, 1, 50
162635, 6, 3, 2, 58
162883, 6, 3, 1, 50
162892, 6, 3, 2, 58
162908, 6, 3, 4, 66
162911, 6, 3, 3, 72
168433, 6, 4, 2, 52
168434, 6, 4, 1, 56
168435, 6, 4, 4, 56
168436, 6, 4, 3, 75
168436, 6, 4, 2, 53
168437, 6, 4, 1, 55
168503, 6, 4, 4, 54
168506, 6, 4, 1, 58
168508, 6, 4, 3, 67
168757, 6, 4, 2, 51
169009, 6, 4, 1, 58
169012, 6, 4, 2, 51
169014, 6, 4, 4, 54
169017, 6, 4, 3, 67
169264, 6, 4, 4, 53
169267, 6, 4, 2, 50
169269, 6, 4, 1, 57
169272, 6, 4, 3, 68
175431, 6, 5, 4, 53
175432, 6, 5, 3, 59
175433, 6, 5, 1, 56
175434, 6, 5, 2, 60
175434, 6, 5, 4, 53
175435, 6, 5, 3, 59
175630, 6, 5, 3, 59
175654, 6, 5, 1, 56
175657, 6, 5, 2, 58
175881, 6, 5, 4, 54
175884, 6, 5, 3, 59
175909, 6, 5, 1, 54
175912, 6, 5, 2, 58
176135, 6, 5, 4, 53
176137, 6, 5, 3, 59
176165, 6, 5, 1, 53
176168, 6, 5, 2, 58
176388, 6, 5, 4, 54
176391, 6, 5, 3, 59
176420, 6, 5, 1, 53
176423, 6, 5, 2, 58
183234, 6, 6, 3, 60
