0,1,1,1.01101477872,1.00002152454,1.0,1.0,0,0,3.78418963389,82.0,69.0,70.0,0,-1,-1
0,1,1,0.308652331496,0.810429015594,0.547799,0.340065,0,0,3.97184514526,69.0,59.0,70.0,0,-1,-1
0,1,1,-0.00430593863528,1.37206758417,0.279584,1.09376,0,0,3.87664273844,68.0,59.0,62.0,0,-1,-1
0,1,1,-0.110230297665,2.06944337297,1.02953,0.815227,0,0,2.7567734553,73.0,58.0,88.0,0,-1,-1
0,1,1,-0.311022556184,2.61127568912,0.307348,0.471053,0,0,1.99931117379,85.0,59.0,73.0,0,-1,-1
0,2,2,1.01184941694,1.00002130054,1.0,1.0,0,0,4.04305126779,41.0,37.0,34.0,0,-1,-1
0,2,3,0.996849381179,1.00000805395,1.0,1.0,0,0,3.82864139646,59.0,41.0,42.0,0,-1,-1
0,13,3,0.996849381179,1.00000805395,1.0,1.0,0,0,3.82864139646,59.0,53.0,61.0,0,-1,-1
0,2,3,1.58310387213,0.52559812973,0.6,0.30718,0,0,2.95257179417,48.0,56.0,50.0,0,-1,-1
0,2,3,2.34921858943,0.521221360692,0.194351,0.996708,0,0,1.55742119182,51.0,43.0,44.0,0,-1,-1
0,2,3,0.994447732313,0.999984960695,1.0,1.0,0,0,3.80666248975,51.0,59.0,41.0,0,-1,-1
0,2,3,0.258514197409,0.840356698449,0.547062,0.34057,0,0,3.98850347806,52.0,51.0,43.0,0,-1,-1
0,2,3,0.981062325928,0.999982970334,1.0,1.0,0,0,3.93182563263,41.0,45.0,50.0,0,-1,-1
0,2,3,0.419800806113,0.516220993161,0.546468,0.340979,0,0,4.2573751196,54.0,38.0,50.0,0,-1,-1
0,2,6,0.986343446028,1.00001521128,1.0,1.0,0,0,3.71357206665,55.0,61.0,44.0,0,-1,-1
0,2,3,0.286430449068,0.854656759449,0.5467,0.340819,0,0,4.13315653215,50.0,49.0,44.0,0,-1,-1
0,1,2,-0.279699727961,1.03139807229,0.283737,1.09637,0,0,3.2894993669,46.0,52.0,39.0,0,-1,-1
0,2,3,0.43288018851,0.796911046007,1.03624,0.824822,0,0,3.16298426374,51.0,44.0,44.0,0,-1,-1
0,2,3,1.00145259748,0.999999009216,1.0,1.0,0,0,3.97029191353,37.0,43.0,35.0,0,-1,-1
0,6,3,1.39241875968,0.400003186524,0.547373,0.340357,0,0,3.0306899839,41.0,36.0,41.0,0,-1,-1
0,2,3,1.82406248141,0.173501113847,0.198875,1.06046,0,0,2.07770191175,50.0,41.0,36.0,0,-1,-1
0,2,6,0.973266668566,0.999943563485,1.0,1.0,0,0,3.87120101088,34.0,40.0,34.0,0,-1,-1
0,2,3,0.643421516843,0.407845903517,0.546124,0.341215,0,0,4.36277886854,41.0,40.0,30.0,0,-1,-1
0,2,3,1.24517840593,-0.325356228324,0.237718,1.07938,0,0,0.750728940127,51.0,44.0,47.0,0,-1,-1
0,2,3,1.0980391403,0.393579869589,1.03556,1.02072,0,0,3.84976804594,56.0,48.0,51.0,0,-1,-1
0,2,3,1.68022769157,0.735284618974,0.575349,0.366344,0,0,3.50151806555,51.0,43.0,50.0,0,-1,-1
0,2,3,2.47512827303,1.23742923637,0.241339,1.09328,0,0,1.60287885485,52.0,50.0,52.0,0,-1,-1
0,2,3,0.992891712752,0.99999327088,1.0,1.0,0,0,3.7841896339,47.0,43.0,38.0,0,-1,-1
0,2,3,0.277322557731,1.15416928674,0.546993,0.340618,0,0,3.26912379988,50.0,47.0,39.0,0,-1,-1
0,2,3,1.00945173606,0.999999404601,1.0,1.0,0,0,3.85014760167,35.0,34.0,34.0,0,-1,-1
0,2,3,1.49711891135,0.444086284835,0.54773,0.340112,0,0,3.22424097457,50.0,53.0,50.0,0,-1,-1
0,2,3,1.99577746377,0.199063995387,0.195978,1.05863,0,0,1.9680212577,50.0,47.0,50.0,0,-1,-1
0,2,3,2.08314379235,0.443539695494,0.995977,1.05999,0,0,2.21745971794,39.0,40.0,36.0,0,-1,-1
0,2,3,2.18440714772,-0.382091674855,0.636502,0.345307,0,0,4.02077804859,40.0,37.0,34.0,0,-1,-1
0,2,3,1.8441365658,-0.799576045784,0.112103,0.949464,0,0,3.78379343417,53.0,36.0,37.0,0,-1,-1
0,2,3,1.6199815618,-1.02704187782,0.869413,1.2073,0,0,2.27911852927,37.0,42.0,38.0,0,-1,-1
0,2,3,1.99816022493,-0.352368013071,0.821479,0.40874,0,0,3.98290500206,44.0,38.0,37.0,0,-1,-1
0,2,3,2.5695517092,-0.0560319387248,0.107473,0.769564,0,0,2.92692791434,46.0,39.0,36.0,0,-1,-1
